product_id,order_count,product_name,aisle_id,department_id,cart_order,Water,Energy,Protein,Total lipid (fat),"Carbohydrate, by difference"
39409,704,"Ginger Root Beer, Naturally Flavored Zero Calorie Soda, Caffeine Free",77,7,5.21,90.8,144.0,3.43,0.08,4.92
49247,704,Coconut Yoghurt,120,16,6.12,4.69,,16.1,15.3,58.9
48220,703,Almond Milk Peach Yogurt,120,16,6.47,85.3,,3.82,4.48,5.57
37011,701,Artichokes,83,4,6.64,,,,,
17487,701,Orange Juice 100% Juice,31,7,6.17,88.2,,0.734,0.325,10.3
5337,700,Monterey Jack Cheese,21,16,5.66,39.2,,22.6,32.6,1.9
12845,699,Chopped Walnuts,117,19,6.28,3.14,,14.6,69.7,10.9
10369,698,Organic Genoa Salami,96,20,6.7,,,,,
12276,698,Chocolate Chip Cookie Dough Ice Cream,37,1,5.39,58.1,,2.02,35.6,3.8
20754,697,Mediterranean Mint Gelato,37,1,6.17,,,,,
45013,697,Apple Sauce,99,15,7.6,83.6,,0.148,0.162,15.7
32139,696,Hommus Classic Original,67,20,6.68,,,,,
31985,696,Beefsteak Tomatoes,83,4,3.41,94.7,,0.696,0.425,3.84
15392,696,Organic Mayonnaise,72,13,6.78,,,,,
9595,694,Organic Homestyle Mini Waffles,52,1,7.03,,,,,
3481,692,Pineapple,24,4,5.64,85.0,,0.461,0.211,14.1
37825,690,Organic Whole Wheat Fusilli,131,9,7.63,9.44,1550.0,15.1,2.73,71.2
29898,689,Organic Spaghetti Pasta,131,9,7.39,87.4,186.0,1.41,1.48,8.05
12409,689,Organic Distilled White Vinegar,19,13,6.41,7.98,376.0,79.9,0.65,6.02
23801,687,Fusilli No. 34,131,9,7.85,,,,,
42633,686,Red Delicious Apple,24,4,5.44,84.7,,0.188,0.212,14.8
39216,686,Original Multigrain Spoonfuls Cereal,121,14,7.6,13.0,,11.1,3.04,71.1
34565,686,Peanut Butter Whole Grain Clusters,57,14,7.01,13.0,,11.1,3.04,71.1
22504,686,Organic Mountain Forest Amber Honey,29,13,6.97,,,,,
9598,685,Gogo Squeez Organic Apple Strawberry Applesauce on the Go,99,15,8.02,87.1,,0.273,0.162,12.3
9092,685,Organic Vegetable Broth,69,15,7.46,93.6,86.0,1.04,0.39,4.11
48595,682,Organic Wheat Square Crackers,78,19,7.08,9.44,1550.0,15.1,2.73,71.2
44375,681,Canned Aranciata Orange,77,7,5.95,94.6,76.0,0.84,0.5,3.32
6774,680,Brown Fertile Large Grade AA Eggs,86,16,5.18,86.3,55.0,10.7,0.0,2.36
47900,680,"Uncured, No Sugar, Hickory Smoked Bacon",106,12,5.48,0.02,385.0,0.0,0.32,99.6
37276,680,"Bar, Toffee & Almonds in Milk Chocolate",45,19,6.3,96.5,,0.656,1.56,0.671
47388,678,Organic Plain Kefir,120,16,5.37,86.6,,4.23,0.0875,8.08
30850,678,French Roast Ground Coffee,26,7,6.41,6.8,,18.0,37.3,34.4
3999,677,Bosc Pear,24,4,6.06,84.1,57.0,0.38,0.16,15.1
21769,677,Chunky Guacamole,67,20,3.44,,,,,
3142,677,Organic Short Grain Brown Rice,63,9,6.45,11.5,,7.25,3.31,76.7
17616,676,Goldfish Cheddar Baked Snack Crackers,78,19,6.63,36.6,1710.0,23.3,34.0,2.44
16290,676,Sparkling Clementine Juice,77,7,5.97,90.9,37.0,0.55,0.7,7.59
26032,676,Dairy Free Mozarella Style Shreds,21,16,5.62,90.8,144.0,3.43,0.08,4.92
48720,676,Shoestring Fries,129,1,5.97,59.3,729.0,3.84,3.19,32.5
39001,674,Organic Avocados Hass Variety,24,4,3.23,,,,,
5240,673,Spaghetti  No 12,131,9,7.56,87.4,186.0,1.41,1.48,8.05
18479,673,Organic Low Sodium Vegetable Broth,69,15,7.33,89.8,,3.46,1.08,4.81
22142,673,100% Pure Pumpkin,17,13,5.4,6.62,,29.9,40.0,18.7
5460,672,Butter,36,16,5.8,1.75,,20.8,53.0,21.2
39534,672,Grilled Chicken Strips,7,12,3.43,74.7,,17.9,7.16,0.0
45210,672,Organic Greek Lowfat Yogurt With Blueberries,120,16,6.69,85.0,61.0,10.3,0.37,3.64
1408,672,Mini Cucumbers,123,4,6.07,95.9,,0.625,0.178,2.95
